company,text,likes,comments,shares,post_url,format_type,timestamp,category,funnel_stage
Stibo DX,"Planning isn’t the problem — technology fragmentation is!

In our webinar on Cue Hive and newsroom collaboration, we show how a unified platform helps newsroom teams plan and produce in sync.

➡️ Watch the on-demand webinar: https://lnkd.in/eYEJ6WEw",9,0,0,https://www.linkedin.com/posts/stibodx_planning-isnt-the-problem-technology-fragmentation-activity-7440744535825072129-tV96?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-20T13:02:19.689Z,General,Awareness
Stibo DX,"Check out the new Stibo DX website! 👀 Last week, Stibo DX introduced a new brand identity. It reflects our growth, our strategy, and our commitment to supporting modern media organizations on their journey to becoming multimedia hybrids.
 
👉 Explore the new Stibo DX brand identity and the story behind it: https://www.stibodx.com/",20,0,2,https://www.linkedin.com/posts/stibodx_check-out-the-new-stibo-dx-website-last-activity-7440355144627671040-II5k?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-19T11:15:01.593Z,General,Awareness
Stibo DX,"Missed the live Cue Hive session? Our webinar on how to remove context switching from collaboration and planning in news media organizations is now available on-demand.
 
Learn how modern newsrooms can reduce context switching and plan the full story lifecycle in one workspace.
➡️ Watch the on-demand webinar: ﻿https://lnkd.in/eYEJ6WEw",14,0,2,https://www.linkedin.com/posts/stibodx_missed-the-live-cue-hive-session-our-webinar-activity-7439656965884178432-6zsi?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-17T13:00:42.809Z,General,Awareness
Stibo DX,"Updates from Press Gazette's Media Strategy Network USA 📍
Last week, Stibo DX joined executives and media leaders at One World Trade Center, New York, to discuss the strategic, operational, and business shifts shaping the future of news media organizations — alongside voices from CNN, Condé Nast, Hearst, Business Insider, SEMAFOR, and more.
 
Key themes emerging during the day included:
👉 Attention is the new distribution. Media brands are increasingly hosting live events not just for revenue — but as a direct feedback loop with their audiences. First-party engagement is becoming a strategic asset in itself.

👉 AI amplifies journalists — it doesn't replace them. The consensus was clear: the journalist remains the creative driver. AI earns its place in the workflow through research acceleration and reformatting content for the right channel and audience — not through generating the story itself.

👉 New revenue frontiers lie in B2B content and machine audiences. From licensing editorial intelligence to large enterprises, to rethinking how media organisations monetize content consumed by AI agents rather than human readers — the next revenue layer is only beginning to take shape.
 
We're proud to contribute to the conversation meaningfully as sponsors of both the panel discussion and a roundtable session.
 
➡️ Want to explore how the Cue media enterprise platform can support your newsroom's next transformation step? 

Get in touch with us here: https://lnkd.in/eT5Tba_Y",32,0,1,https://www.linkedin.com/posts/stibodx_updates-from-press-gazettes-media-strategy-activity-7439309612190773250-dTSf?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-16T14:00:27.235Z,General,Awareness
Stibo DX,"The Future of German Media 2026 was a blast - great talks, great Inspiration, great venue 🙌 

The Stibo DX team was excited to meet so many from the Cue community during the event, and seeing so many Stibo DX customers on stage - NOZ/mh:n MEDIEN and IPPEN.MEDIA talking about AI in the newsroom, as well as Stibo DX customers Cellesche Zeitung and Westdeutsche Allgemeine Zeitung (WAZ) as part of FUNKE MEDIENGRUPPE in the panel discussions. 
 
Lastly it was a pleasure to see Aachener Zeitung as part of Mediahuis nv talking about their strong intiative on signature journalism. A big thank you to Stibo DX customer and host MADSACK Mediengruppe for building such a strong event! 💙",30,1,2,https://www.linkedin.com/posts/stibodx_the-future-of-german-media-2026-was-a-blast-activity-7438216189874630656-ZJV5?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-13T13:35:35.040Z,General,Awareness
Stibo DX,"💙 A new brand and website to connect strategy, platform, and industry 💙
Stibo DX is pleased to introduce the launch of its rebranding and new website - a visible step in Stibo DX’s ongoing strategic evolution.
 
The renewed brand underscores Stibo DX’s commitment to supporting modern news media organizations in driving strategy and innovation in their operations. We help multimedia hybrids connect planning and production so that multimodal storytelling and serving the audience‑of‑one become key to success.
 
Visit the new Stibo DX website to see how strategy, platform and media expertise come together—built on 37 years in the industry and designed for the future of multimedia hybrids: ﻿https://www.stibodx.com/",72,1,18,https://www.linkedin.com/posts/stibodx_a-new-brand-and-website-to-connect-strategy-activity-7437814770143186944-Qfjk?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-12T11:00:29.118Z,General,Awareness
Stibo DX,"Today Stibo DX is at The Future of German Media – an event that brings together leaders from across Germany’s publishing and media landscape to share how they’re navigating digital change, shifting audience behaviour and the acceleration of AI in content workflows 💪 

On stage, Senior Solution Advisor, Charlotte Kingo Marvig, had the pleasure of talking about the Stibo DX vision on the future of multimedia hybrids, how to approach industry convergence as a modern media organization and what strategical benefits you get from moving to a print automation solution that is built-in to your core platform, instead of being bolt-on 🔧 
 
➡️ If you’re in Hannover exploring how to modernize your own media operations, grab the chance of connecting with Charlotte, Christoph Jäntsch and Christian Bigge at the Stibo DX booth! 🔥",31,1,1,https://www.linkedin.com/posts/stibodx_today-stibo-dx-is-at-the-future-of-german-activity-7437544895705399296-gVZk?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-11T17:08:06.038Z,General,Awareness
Stibo DX,"Tomorrow, Stibo DX joins German industry leaders at The Future of German Media, a flagship event facilitated by our customer Madsack Mediengruppe. ⭐

As a proud sponsor, we’ll take the stage on March 11 to talk about multimedia hybrids, converging formats, and print automation – and how they can drive the future of modern media operations.
 
➡️ If you’re attending, join our deep-dive session or stop by our booth to talk about how technology and collaboration can shape the next chapter of news media operations.",12,0,1,https://www.linkedin.com/posts/stibodx_tomorrow-stibo-dx-joins-german-industry-activity-7437120288435228672-niQN?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-10T13:00:51.776Z,General,Awareness
Stibo DX,"Operational fragmentation has become a real liability for news media organizations. When editorial teams juggle emails, spreadsheets, and scattered chat tools, context gets lost, handoffs stall, and efficiency drops.
 
With CUE Hive, collaboration moves into the content ecosystem itself — every discussion, decision, and update stays anchored to the story it serves.
 
For technology leaders overseeing multi‑brand operations, this unified approach enhanced by a built-in collaboration layer across critical media operations replaces fragmented workflows with a single, scalable foundation for unity and operational clarity.
 
➡️ Read more about CUE Hive on our website:
https://lnkd.in/ewTs5gYw",13,0,1,https://www.linkedin.com/posts/stibodx_operational-fragmentation-has-become-a-real-activity-7436758168757489664-f567?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-09T13:01:55.717Z,General,Awareness
Stibo DX,"One week to go! Will the Stibo DX team meet you at Future of Media Germany? 🇩🇪
 
The countdown is on! Just 5 days until we join German industry leaders at the Future of German Media conference, a prominent event facilitated by our customer, Madsack Mediengruppe ⭐

As a proud sponsor, we’re going on stage March 11 to talk about multi media hybrids, converging formats and print automation. Are you ready to explore how technology and collaboration can shape the next chapter of news media operations? Let’s connect at the deep dive session or in our booth to talk about the future of news!",11,0,1,https://www.linkedin.com/posts/stibodx_one-week-to-go-will-the-stibo-dx-team-meet-activity-7435670554482937856-xk4z?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAFhLF2wBwkJ_DbB-aWKA77KfD4J0nhoY02c,image,2026-03-06T13:00:08.267Z,General,Awareness
Arc XP,"Traditional broadcasting wasn’t built for today’s audience expectations.

When live streaming demand surged, Graham Media Group knew its existing workflows couldn’t keep up. So they reimagined what’s possible with a modern, flexible video infrastructure.

By partnering with Arc XP, GMG transformed its approach to live streaming—moving to a unified, cloud-based video backend and launching a first-of-its-kind mobile broadcasting app that puts the power of live video directly in journalists’ hands.

The impact was immediate:
 🔹 +118% live streams played
 🔹 +130% sessions watched
 🔹 +25% YoY site traffic (within weeks)
 🔹 +185% daily users YoY

From breaking news to major live events, GMG is now equipped to meet audiences in the moment, wherever they are.

Read more about how they made the shift: https://hubs.la/Q0488nNJ0",5,0,1,https://www.linkedin.com/posts/arc-xp_graham-media-group-arc-xp-activity-7442302560486629378-SBVF?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,linkedinVideo,2026-03-24T20:13:21.715Z,General,Awareness
Arc XP,"Arc XP is partnering with TollBit to give publishers something they’ve been missing in the AI era: control.

As AI bots increasingly access publisher content, many organizations are left with limited visibility and even fewer ways to capture its value.

This new integration changes that.

With Arc XP + TollBit, publishers can:
➡️ Monitor and classify AI bot traffic in real time
➡️ Set access rules or block entirely
➡️ Create a clear path to monetize AI-driven content access

Publishers gain the ability to manage how automated agents interact with their content and take a more active role in emerging AI licensing models.

Read more about the partnership here: https://hubs.la/Q047YkBw0

We’re diving deeper into what this means (and how to act on it) in our upcoming webinar this week. The registration link is in the comments. ⬇️",31,1,1,https://www.linkedin.com/posts/arc-xp_arc-xp-is-partnering-with-tollbit-to-give-activity-7441887359836794881-ZQmP?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,image,2026-03-23T16:43:30.166Z,General,Awareness
Arc XP,"When attendees of the INMA Media Subscriptions Summit toured The Globe and Mail, they got an inside look at a newsroom intentionally structured around one core idea: bringing together editorial, product, marketing, and data to drive reader revenue.

That approach has helped position the Canadian national newspaper as a standout in the subscription space, with close to two-thirds of its revenue coming from readers, primarily through digital subscriptions.

It’s a powerful example of what’s possible when the entire organization is aligned around the audience.

From an audience-first newsroom to deeply embedded data practices and AI-supported workflows, The Globe and Mail continues to set the pace for sustainable subscription growth.

We’re proud to support our customers at The Globe and Mail as they continue to innovate and lead in building a modern, reader-focused news business.

Read more: https://lnkd.in/gXUFpJ-Z

International News Media Association (INMA)",5,0,0,https://www.linkedin.com/posts/arc-xp_globe-and-mail-shows-how-an-audience-first-activity-7440847950613983232-oAB3?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,article,2026-03-20T19:53:15.696Z,General,Awareness
Arc XP,"Referral traffic is shrinking.
Audience expectations are shifting toward personalization and video.
AI is reshaping how people discover content.
Traditional media growth models are under pressure.

So what does it take to compete in Audience 3.0?

On April 2 at 1 PM ET, join Arc XP for a live 30-minute demo exploring how leading media organizations are:

🔹 Launching new sites and products faster
🔹 Personalizing content at the story level
🔹 Building stronger first-party audience relationships
🔹 Driving subscription and advertising revenue from a unified platform

This isn’t a feature walkthrough. It’s a working session on how media organizations can grow in today’s evolving landscape.

Sessions repeat every other Thursday. Register for the date that works best for you.

Reserve your spot: https://hubs.ly/Q047CLQ_0",6,0,0,https://www.linkedin.com/posts/arc-xp_referral-traffic-is-shrinking-audience-expectations-activity-7440481947555999744-nBUK?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,image,2026-03-19T19:38:53.767Z,General,Awareness
Arc XP,"Machine traffic now accounts for more activity on the web than humans. For publishers, that shift raises a big question: who’s benefiting from all that access?

AI systems are constantly crawling publisher sites to train models and power AI-driven search experiences. Yet many organizations still lack visibility into how their content is being accessed, what it’s worth, or how to turn that activity into revenue.

Simply blocking AI bots may protect your content, but it can also reduce visibility in the next generation of search. Leaving the door open, on the other hand, risks giving away valuable journalism with little control, protection, or compensation.

There’s a smarter path forward.

Join us next week for “Beyond Blocking: Building a Smarter AI Monetization Strategy.”

Moderated by Joe Croney, CTO of Arc XP, this executive-level discussion will explore how publishers can move beyond reactive measures and start treating AI access as a strategic opportunity.

🔹 Josh Stone, VP, Business Development & Partnerships, TollBit
🔹 Anabelle Nicoud, Futures Team, Microsoft AI

AI access isn’t just a technical challenge. It’s quickly becoming a defining business model decision for publishers.

Register to join the conversation: https://lnkd.in/g-viJfx8",17,0,1,https://www.linkedin.com/posts/arc-xp_machine-traffic-now-accounts-for-more-activity-activity-7440049464238682112-p6jK?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,image,2026-03-18T15:00:21.709Z,General,Awareness
Arc XP,"Are we entering round two of apps?

At Arc XP Connect NYC, Jonny Kaldor, CEO of Pugpig, joined Ariscielle Novicio (New York Post), Kathy Colafemina (Boston Globe Media), and James Cooney (Condé Nast) to explore why mobile apps are stepping back into the spotlight.

The takeaway: while apps may represent a smaller share of total reach, they consistently deliver the most engaged, loyal, and often most valuable audiences.

As publishers shift focus from chasing page views to building deeper relationships, apps are emerging as powerful tools for:
🔹 Strengthening retention and daily habit
🔹 Driving subscriber loyalty from day one
🔹 Creating immersive, high-value ad environments
🔹 Delivering exclusive experiences that spark downloads

It’s not a return to the app strategies of the early 2010s. It’s a more intentional, data-driven approach to building direct audience relationships.

Read the full article: https://lnkd.in/grYYGM-c",10,1,0,https://www.linkedin.com/posts/arc-xp_the-strategic-reset-behind-publisher-apps-activity-7439698327476248577-zAuG?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,document,2026-03-17T15:45:04.181Z,General,Awareness
Arc XP,"What a great week with the global media community at the INMA Media Subscriptions Summit! 

We wrapped up the final day with a session featuring our President, Matthew Monahan, and Adley Bowden from Morningstar, who explored what it really takes to grow and sustain subscription businesses.

Thank you to the International News Media Association (INMA) for bringing together such a thoughtful and engaged community.

If we connected during #INMA, it was great to see you. Let’s keep the conversation going!",26,1,0,https://www.linkedin.com/posts/arc-xp_inma-activity-7439328388592390146-sYwe?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,image,2026-03-16T15:15:03.878Z,General,Awareness
Arc XP,"This week, Arc XP joined publishers and partners in Hannover for The Future of German Media hosted by MADSACK Mediengruppe! 

A central question carried through every session: How will journalism be financed five years from now? As MADSACK CEO Thomas Düffert noted, the next 3–5 years will determine the next decades of our industry.

There was a shared recognition that while print remains an important and valuable revenue stream today, it can’t carry the weight of journalism’s future alone. Long-term sustainability will depend on scalable digital business models built for growth and efficiency, without losing sight of what matters most: trust.

During the Digital Publishing track, Ioana Blaut took the stage to explore how storytelling is evolving beyond the traditional article. In her session, she shared why stories are no longer the final product, but the foundation for dynamic, interactive experiences that deepen engagement and create new opportunities for growth.

Thank you to MADSACK and the many publishers and partners who made the discussions so impactful. The future of journalism is being shaped right now, and we’re proud to be part of the conversation.",18,1,0,https://www.linkedin.com/posts/arc-xp_this-week-arc-xp-joined-publishers-and-partners-activity-7438256418798972940-GJm5?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,image,2026-03-13T16:15:26.363Z,General,Awareness
Arc XP,"Publishers are being told to block AI bots to protect their content. But block everything, and you risk losing visibility in AI-driven search. Allow full access, and you’re giving away valuable journalism, with no guarantee of traffic or revenue to show for it.

What if you don’t have to choose?

Join us on March 26 at 12PM ET for “Beyond Blocking: Building a Smarter AI Monetization Strategy.”

This executive-level webinar discussion will explore how publishers can move from reactive defense to strategic control by monitoring AI bot traffic, understanding revenue risk, and turning AI access into a measurable opportunity.

Moderated by Joe Croney, CTO of Arc XP, this conversation brings together leaders shaping the future of AI and publishing:

🔹 Josh Stone, VP, Business Development & Partnerships, TollBit
🔹 Anabelle Nicoud, Member of the Futures Team, Microsoft AI

Hear firsthand how they’re thinking about AI access, monetization, and what smarter control looks like for publishers.

AI access isn’t just a technical issue. It’s a business model decision.

Register now to join the conversation: https://lnkd.in/gkrEUQp8",12,0,1,https://www.linkedin.com/posts/arc-xp_publishers-are-being-told-to-block-ai-bots-activity-7437852413732048897-ffCH?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,image,2026-03-12T13:30:04.049Z,General,Awareness
Arc XP,"Day 1 at the INMA Media Subscriptions Summit is in the books! 🇨🇦

It’s been a strong start in Toronto, reconnecting with familiar faces, meeting new industry leaders, and diving into conversations about what’s next for reader revenue.

Today, we had the chance to preview our Friday session, where Arc XP President Matthew Monahan will join Adley Bowden, Head of Individual Investor at Morningstar, for a deep dive into what it really takes to grow and sustain subscription businesses.

We’ll be here all week and would love to connect. If you’re at #INMA, let’s find time to talk about what scalable digital transformation looks like for your organization.

See you around Toronto!

International News Media Association (INMA)",24,0,0,https://www.linkedin.com/posts/arc-xp_inma-activity-7437628779994238976-yUxB?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAAC3RRmcBtzh_h3wKd7-19D5qddomTTMJazY,image,2026-03-11T22:41:25.611Z,General,Awareness
Navigate,"Final Four weekend isn’t just where college basketball takes center stage. It’s where the future of sports gets a spotlight.
 
We’re proud to help TNT Sports U.S. and CBS Sports launch the first-ever March Madness Sports Innovation Summit in Indianapolis, bringing together top leaders across sports, media, and technology for conversations that will shape what comes next.
 
With Mark Cuban headlining and leaders from Amazon Web Services (AWS), Google, and Perplexity joining the stage, the summit will dive into how AI and emerging technology are already transforming the sports media landscape.
 
We’re also excited for Navigate Founder AJ Maestas to host a fireside chat with Jeff Jordan of Andreessen Horowitz.
 
Big stage. Big ideas. Big weekend.",55,3,13,https://www.linkedin.com/posts/nvgt_final-four-weekend-isnt-just-where-college-activity-7442269058042986496-5mWD?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs,image,2026-03-24T18:00:14.110Z,General,Awareness
Navigate,"Artificial intelligence is reshaping how the sports industry works, from sponsor research to client pitches to operational decisions.
 
Navigate's Head of Innovation & Analytics, Matt Balvanz, will join Arizona State University’s W. P. Carey LiveCast Quarterly Series for a conversation on how AI is changing the way sports organizations market, measure, and manage performance.
 
Register here: https://lnkd.in/g4cggUBu",16,1,9,https://www.linkedin.com/posts/nvgt_form-activity-7442223774436909059-8Un7?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs,text,2026-03-24T15:00:17.657Z,General,Awareness
Navigate,"Congrats to our clients the Baltimore Orioles on their new multi-year partnership with Truist, highlighted by the creation of the organization’s first-ever premium club.
 
This is more than a deal. It’s continued momentum and investment in the fan experience.
 
Excited to have supported the process and to see it come to life!",33,1,9,https://www.linkedin.com/posts/nvgt_we-are-proud-to-announce-a-multi-year-partnership-activity-7441906618088431616-9oUw?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs,text,2026-03-23T18:00:01.691Z,General,Awareness
Navigate,"Applications for our 2026 internships are officially live. 👇
 
Please note that these are ~6-month internships covering both summer and fall.
 
With roles available across all departments, you'll gain exposure to the world of sports business and have the ability to directly contribute to projects for some of the largest names in our industry.
 
💻 Flexible, remote work schedule
💸 Paid positions
🤝 Ample networking + mentorship opportunities
 
Applications Window: 3/23 - 4/13
Internship Timeline: 6/3 - 12/8
 
Learn more and apply here ➡️ https://lnkd.in/ewupgEum
 
#SportsBusiness #SportsBiz #Internship",214,8,67,https://www.linkedin.com/posts/nvgt_sportsbusiness-sportsbiz-internship-activity-7441861319454003200-WxEJ?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs,image,2026-03-23T15:00:01.655Z,General,Awareness
Navigate,"Navigate has been experimenting with a concept we're calling an Ingenious Month.
 
Based on concepts from the books Sprint and Click, we formed an internal committee that is dedicated to rapidly prototyping, testing, and improving upon an idea that will help us operate at a higher level.
 
If you're curious about these concepts, or how you can put a week or a month into a transformational process, read Matt Balvanz's post below.",12,0,2,https://www.linkedin.com/posts/nvgt_how-to-run-your-own-ingenious-month-activity-7440418485244973057-Y0_g?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs,text,2026-03-19T15:26:43.173Z,General,Awareness
Navigate,"How are teams and leagues approaching partnerships with prediction markets?
 
Jeff Nelson and Charles Rolston are having frequent conversations with property clients around how to handle this emerging category. The challenge is to properly monetize the category while respecting existing sports betting partners.
 
For more insights, visit our LinkedIn page or learn more about Navigate at https://nvgt.com/.
 
Revisit the full episode ➡️ https://lnkd.in/e5WUidD3
 
#NavigatingSportsBusiness | #SportsBiz #SportsBusiness #PredictionMarkets #SportsBetting",28,0,7,https://www.linkedin.com/posts/nvgt_navigatingsportsbusiness-sportsbiz-sportsbusiness-activity-7440069193712066560-8pRs?utm_source=combined_share_message&utm_medium=member_desktop&rcm=ACoAABV2-5cBS3OuBNwTYEDjt2OGEtA-PUnnrNs,linkedinVideo,2026-03-18T16:18:45.582Z,General,Awareness
